iteration,num_pairs,num_points,cross_entropy_nats,mi_proxy_neg_ce,miou_thr,miou,prompts_json
53,54,108,0.0910673439502716,-0.0910673439502716,0.5,0.7370898486831531,prompts_iter_53.json
54,55,110,0.09133413434028625,-0.09133413434028625,0.5,0.7357625759138307,prompts_iter_54.json
55,56,112,0.09729383140802383,-0.09729383140802383,0.5,0.7251699758306792,prompts_iter_55.json
56,57,114,0.08595745265483856,-0.08595745265483856,0.5,0.756136053139869,prompts_iter_56.json
57,58,116,0.08713037520647049,-0.08713037520647049,0.5,0.7527963418923672,prompts_iter_57.json
58,59,118,0.08306337147951126,-0.08306337147951126,0.5,0.764905003694963,prompts_iter_58.json
59,60,120,0.08663664013147354,-0.08663664013147354,0.5,0.7574126534466478,prompts_iter_59.json
60,61,122,0.08938293904066086,-0.08938293904066086,0.5,0.7511470037453184,prompts_iter_60.json
61,62,124,0.0916387066245079,-0.0916387066245079,0.5,0.7474846282839576,prompts_iter_61.json
62,63,126,0.09328342229127884,-0.09328342229127884,0.5,0.7436093536350784,prompts_iter_62.json
63,64,128,0.09512636065483093,-0.09512636065483093,0.5,0.739744033206503,prompts_iter_63.json
64,65,130,0.0994403213262558,-0.0994403213262558,0.5,0.7313174157943947,prompts_iter_64.json
65,66,132,0.10149701684713364,-0.10149701684713364,0.5,0.7278175008512087,prompts_iter_65.json
66,67,134,0.1029820516705513,-0.1029820516705513,0.5,0.7250977997874409,prompts_iter_66.json
67,68,136,0.10538056492805481,-0.10538056492805481,0.5,0.7200062849318758,prompts_iter_67.json
68,69,138,0.10481799393892288,-0.10481799393892288,0.5,0.7218833697193401,prompts_iter_68.json
69,70,140,0.10750672221183777,-0.10750672221183777,0.5,0.71712158808933,prompts_iter_69.json
70,71,142,0.10881485790014267,-0.10881485790014267,0.5,0.7136787311191689,prompts_iter_70.json
71,72,144,0.11789428442716599,-0.11789428442716599,0.5,0.6925384731605189,prompts_iter_71.json
72,73,146,0.11950916051864624,-0.11950916051864624,0.5,0.6892211195600808,prompts_iter_72.json
73,74,148,0.12111807614564896,-0.12111807614564896,0.5,0.6853548621345122,prompts_iter_73.json
74,75,150,0.12550362944602966,-0.12550362944602966,0.5,0.6758453597387549,prompts_iter_74.json
75,76,152,0.13025973737239838,-0.13025973737239838,0.5,0.6635585511081707,prompts_iter_75.json
76,77,154,0.1285121589899063,-0.1285121589899063,0.5,0.6678740190262079,prompts_iter_76.json
77,78,156,0.12879900634288788,-0.12879900634288788,0.5,0.6673531369612248,prompts_iter_77.json
78,79,158,0.13271544873714447,-0.13271544873714447,0.5,0.6585440959106585,prompts_iter_78.json
79,80,160,0.13560526072978973,-0.13560526072978973,0.5,0.6526305077846749,prompts_iter_79.json
80,81,162,0.13650183379650116,-0.13650183379650116,0.5,0.6498440601077403,prompts_iter_80.json
81,82,164,0.13883359730243683,-0.13883359730243683,0.5,0.6447056459714687,prompts_iter_81.json
82,83,166,0.14129333198070526,-0.14129333198070526,0.5,0.6391727930189469,prompts_iter_82.json
83,84,168,0.1447848081588745,-0.1447848081588745,0.5,0.6322011190795177,prompts_iter_83.json
84,85,170,0.15099723637104034,-0.15099723637104034,0.5,0.6196103419645098,prompts_iter_84.json
85,86,172,0.1528933048248291,-0.1528933048248291,0.5,0.6169672730069607,prompts_iter_85.json
86,87,174,0.1508893519639969,-0.1508893519639969,0.5,0.6226129188926663,prompts_iter_86.json
87,88,176,0.14897119998931885,-0.14897119998931885,0.5,0.6266017176281863,prompts_iter_87.json
88,89,178,0.1502908319234848,-0.1502908319234848,0.5,0.6230015170965106,prompts_iter_88.json
89,90,180,0.15583868324756622,-0.15583868324756622,0.5,0.6138797877028607,prompts_iter_89.json
90,91,182,0.1573459506034851,-0.1573459506034851,0.5,0.6112615877617976,prompts_iter_90.json
91,92,184,0.15949048101902008,-0.15949048101902008,0.5,0.6073296445084515,prompts_iter_91.json
92,93,186,0.16219687461853027,-0.16219687461853027,0.5,0.6024207341139324,prompts_iter_92.json
93,94,188,0.16190309822559357,-0.16190309822559357,0.5,0.6033655203568807,prompts_iter_93.json
94,95,190,0.17690666019916534,-0.17690666019916534,0.5,0.5807649125348593,prompts_iter_94.json
95,96,192,0.17819879949092865,-0.17819879949092865,0.5,0.5771209613585666,prompts_iter_95.json
96,97,194,0.18134713172912598,-0.18134713172912598,0.5,0.5729466183272909,prompts_iter_96.json
97,98,196,0.1812831163406372,-0.1812831163406372,0.5,0.5738743090216283,prompts_iter_97.json
98,99,198,0.1833450049161911,-0.1833450049161911,0.5,0.5713115483928413,prompts_iter_98.json
99,100,200,0.17413438856601715,-0.17413438856601715,0.5,0.5841284871440018,prompts_iter_99.json
