dataset,iteration,miou_mean,miou_std,dice_mean,dice_std,n,norm_denom,normalized,normalized_std
Bird,80,0.3009214103152067,0.31261745243064365,0.3813019581928139,0.3447675454250164,201,0.7575014461964327,0.39725522878694647,0.41269551893314377
Bird,81,0.2994515317155971,0.3115529629798912,0.38002321571763287,0.34366404599186745,201,0.7575014461964327,0.3953147986966936,0.4112902550143784
Bird,82,0.29736321742700506,0.3120865866712057,0.3770620505026182,0.34450830638783064,201,0.7575014461964327,0.3925579534139844,0.4119947073873658
Bird,83,0.29781319807623396,0.3112751867886299,0.37811367514347066,0.3433719854643678,201,0.7575014461964327,0.39315198614024305,0.41092355447188295
Bird,84,0.29696796859127406,0.3109601297650591,0.37713575786699277,0.343322392294033,201,0.7575014461964327,0.3920361737689215,0.41050763840313775
Bird,85,0.2975378373637525,0.3107328375915111,0.37789345064879704,0.3434006624793147,201,0.7575014461964327,0.39278847434252423,0.4102075833013432
Bird,86,0.29474580801486694,0.311036894210821,0.3742502865864033,0.343636362109689,201,0.7575014461964327,0.38910263405415924,0.41060897741199026
Bird,87,0.29253157877137675,0.3096639658647453,0.37219483857677116,0.3421237388337859,201,0.7575014461964327,0.3861795647258982,0.4087965342107668
Bird,88,0.29138489820860786,0.30930743957807083,0.37089459533473035,0.3419152681447362,201,0.7575014461964327,0.3846657978961098,0.40832587334475173
Bird,89,0.29031602925074723,0.30841773392676924,0.370028651594687,0.34088457860501603,201,0.7575014461964327,0.3832547524608468,0.4071513466745137
Bird,90,0.28838629559753887,0.30658995578799886,0.36838268327547513,0.3395811853433924,201,0.7575014461964327,0.3807072541519023,0.4047384428471375
Bird,91,0.2854482504628096,0.30451292476987163,0.3657373196511821,0.33740037237098236,201,0.7575014461964327,0.37682865411822347,0.4019964929425447
Bird,92,0.2852035135243896,0.30632302879577883,0.3647223306819324,0.33834192321199463,201,0.7575014461964327,0.37650556966782556,0.4043860646522702
Bird,93,0.28232224611664875,0.3036781090065731,0.36229143286522114,0.3360351549286812,201,0.7575014461964327,0.37270192358608106,0.4008944280323187
Bird,94,0.28367969613822386,0.3044357200099911,0.3636361907891624,0.33688478866145377,201,0.7575014461964327,0.37449393339463144,0.401894572662038
Bird,95,0.27922310267846323,0.3015431823599175,0.3593238728158365,0.3341780000543524,201,0.7575014461964327,0.3686106529307616,0.39807604840099853
Bird,96,0.27974432236261837,0.3006740564627695,0.3602869203885594,0.3338872045648219,201,0.7575014461964327,0.3692987304080685,0.39692868967117423
Bird,97,0.27734818197582023,0.3000875532404928,0.3575559728561168,0.3330326646461969,201,0.7575014461964327,0.3661355148144486,0.3961544294697955
Bird,98,0.27727543671610544,0.30059579090463623,0.3572652523248011,0.3333108133653301,201,0.7575014461964327,0.36603948165163414,0.3968253689996082
Bird,99,0.275168966674133,0.3001515246339301,0.3548274940041957,0.33261921017432755,201,0.7575014461964327,0.3632586684234225,0.39623887999297075
Bird,100,0.27510134521166646,0.30018864232079046,0.3547518118427695,0.33252002365695876,201,0.7575014461964327,0.36316939933647086,0.3962878801461015
Breast,1,0.48040682645306515,0.37916896341936585,0.5489323029014357,0.3939116309907185,389,0.5882091939691549,0.816727843390794,0.6446158395804488
Breast,2,0.5605511005201382,0.3483977221503682,0.6397473153002334,0.35538320027997916,389,0.5882091939691549,0.9529791548099007,0.5923024082629993
Breast,3,0.5882091939691549,0.33317730879487745,0.6703976750706463,0.33847057564557353,389,0.5882091939691549,1.0,0.5664265574406321
Breast,4,0.5863403548430067,0.33242931685668436,0.6692181562855435,0.33743009595521195,389,0.5882091939691549,0.9968228325138246,0.5651549147225955
Breast,5,0.5840359822465763,0.3346277361796791,0.666474721478913,0.3390190236103507,389,0.5882091939691549,0.9929052252746707,0.5688923934045591
Breast,6,0.586597208128443,0.33172500126697085,0.6698646019642847,0.3361273659907688,389,0.5882091939691549,0.9972595024742226,0.5639575250916022
Breast,7,0.5732129143257194,0.3408708326990729,0.6544590062643855,0.34590909252561164,389,0.5882091939691549,0.9745051933951547,0.5795061284216306
Breast,8,0.5659745531104139,0.3430998001056484,0.6474245817235085,0.3474883345252774,389,0.5882091939691549,0.9621994333194543,0.5832955411500083
Breast,9,0.5581547181343316,0.34328427013239077,0.640536411153856,0.34786365969866995,389,0.5882091939691549,0.9489051239882534,0.5836091541105565
Breast,10,0.5464935634182102,0.34720409159258137,0.62816658539602,0.353425140405551,389,0.5882091939691549,0.9290802813375741,0.5902731462758951
Breast,11,0.535221417424845,0.34827608144936045,0.6175963104630189,0.3547206327228638,389,0.5882091939691549,0.9099167828595882,0.5920956098955904
Breast,12,0.5071824589264313,0.35211360240976175,0.5895621714925511,0.36101038316460743,389,0.5882091939691549,0.8622484383558061,0.5986196850031321
Breast,13,0.493476283615997,0.35324085195597593,0.5758794820111436,0.36311347050108617,389,0.5882091939691549,0.8389469064332142,0.6005360942632588
Breast,14,0.47126904355565175,0.3567082675347937,0.5522654709687151,0.3683499094343609,389,0.5882091939691549,0.8011929231768598,0.606430962304032
Breast,15,0.45429432683498183,0.3574941617095171,0.5345946439333321,0.3707643067775469,389,0.5882091939691549,0.772334624301715,0.6077670416832411
Breast,16,0.4245031849534748,0.35721868052084754,0.5038199236002857,0.37154927897384354,389,0.5882091939691549,0.7216874358746171,0.6072987028821921
Breast,17,0.4015416537401184,0.35228399838861846,0.4814422508810306,0.36839480025677745,389,0.5882091939691549,0.6826511007598681,0.5989093710206302
Breast,18,0.3930071406104387,0.35392638141358507,0.47123834358021377,0.3702194556569198,389,0.5882091939691549,0.6681417846573945,0.6017015460525844
Breast,19,0.36233490155831555,0.3462225210487081,0.4403529826824158,0.36464441062442726,389,0.5882091939691549,0.6159966645766438,0.5886044023087195
Breast,20,0.3519239943258174,0.3418675505789441,0.43042646013631475,0.3611213097266693,389,0.5882091939691549,0.5982973369577625,0.5812006240026082
Breast,21,0.33254964648970053,0.3359377012076369,0.4102594592938145,0.35699866638929945,389,0.5882091939691549,0.5653594841755212,0.571119432766386
Breast,22,0.3214431285616575,0.33373517583103024,0.3977336337308634,0.35598819927211883,389,0.5882091939691549,0.5464775659023678,0.567374973483551
Breast,23,0.31065865318153146,0.33079279366005526,0.38579543703170344,0.35417177273349765,389,0.5882091939691549,0.5281431442532366,0.5623727018408381
Breast,24,0.29543867723715567,0.322881513486648,0.3706615294337506,0.3474607711520153,389,0.5882091939691549,0.5022680370627599,0.5489229287762196
Breast,25,0.285197342604638,0.31744055271003085,0.3602440896816572,0.3430205481394637,389,0.5882091939691549,0.48485699565517754,0.5396728850291944
Breast,26,0.27829232857566333,0.3154854205053243,0.35228249466612277,0.3414396460270202,389,0.5882091939691549,0.47311795094154324,0.5363490128001434
Breast,27,0.2773445448037663,0.313621317396077,0.3518820482824419,0.3401530366045727,389,0.5882091939691549,0.4715066470353572,0.5331798968999505
Breast,28,0.2679493550937103,0.3088965312444,0.34190201135540876,0.33607227536177603,389,0.5882091939691549,0.4555341158230201,0.5251474040383636
Breast,29,0.26170599387120913,0.30482246116249395,0.33551849503963743,0.33296194414403146,389,0.5882091939691549,0.4449199307906988,0.518221177580707
Breast,30,0.2575346395017157,0.30237881532323924,0.33115309946259724,0.33083164917823915,389,0.5882091939691549,0.4378283137057197,0.5140667953229845
Breast,31,0.25307071753446175,0.3000569033353226,0.32632024432177376,0.3287287156139972,389,0.5882091939691549,0.43023930963536167,0.5101193697952591
Breast,32,0.24332883164138286,0.29322069407424745,0.3164340162113825,0.3226196313712252,389,0.5882091939691549,0.41367736875963,0.4984972983771886
Breast,33,0.2368612842105185,0.2890824211993056,0.30942550539691815,0.31944860140571035,389,0.5882091939691549,0.40268205026210324,0.4914619223283762
Breast,34,0.2288583425251144,0.28245964564928494,0.3014054837755968,0.3138433548487071,389,0.5882091939691549,0.38907644571280786,0.48020270431899575
Breast,35,0.22106148263023018,0.276789465274312,0.29302411285257635,0.3091887032717348,389,0.5882091939691549,0.3758211957527179,0.47056296996409497
Breast,36,0.21847408649272304,0.27560800995005114,0.28990708348467487,0.3082293678033064,389,0.5882091939691549,0.3714224271444822,0.46855440679239657
Breast,37,0.21271986658672581,0.2699145309857539,0.2839938442100057,0.3046676646435145,389,0.5882091939691549,0.36163981924750505,0.4588750630781673
Breast,38,0.20947567035639134,0.2676091314733992,0.2803491410523372,0.30297995836844843,389,0.5882091939691549,0.3561244409372085,0.45495571000447904
Breast,39,0.20428881799449278,0.26231612016033096,0.2751433110980261,0.29884207186056433,389,0.5882091939691549,0.347306400663308,0.44595719150572566
Breast,40,0.2031928506657326,0.2623222479174498,0.2736802878906441,0.29835632464110023,389,0.5882091939691549,0.34544317353255755,0.4459676091550614
Breast,41,0.20203464978961364,0.2606648251151576,0.27273313611336003,0.29695820211613405,389,0.5882091939691549,0.34347414467684795,0.4431498653671615
Breast,42,0.1979286881409288,0.2565899068636665,0.2685183621796045,0.29364537817086683,389,0.5882091939691549,0.3364937001499979,0.4362221969572305
Breast,43,0.19589820234832128,0.25474082458528613,0.2663476351256529,0.29207700193977115,389,0.5882091939691549,0.33304172113738495,0.4330786176025743
Breast,44,0.19368707267579674,0.2526607258730332,0.2639567028172087,0.29059111604493887,389,0.5882091939691549,0.3292826339024437,0.4295422928841239
Breast,45,0.19008908071496577,0.24914495769796954,0.2602742340733377,0.2871983528727693,389,0.5882091939691549,0.323165776162509,0.42356522178236206
Breast,46,0.18843764615415556,0.2484795839745691,0.2581551509352502,0.286504424733589,389,0.5882091939691549,0.3203582128368382,0.4224340362615942
Breast,47,0.18590267569197644,0.24540446635541358,0.25568211394764906,0.28399358713228556,389,0.5882091939691549,0.3160485718312743,0.41720610434437094
Breast,48,0.18235494332686703,0.2396203545803396,0.2526295469029506,0.27986189631451347,389,0.5882091939691549,0.3100171591952871,0.4073726780151366
Breast,49,0.180315741490305,0.2384588224025958,0.25017351144554983,0.2784394381324215,389,0.5882091939691549,0.30655036225047605,0.40539798569537544
Breast,50,0.17852316398816467,0.23703076943917897,0.24809421708160323,0.2771555130492065,389,0.5882091939691549,0.30350284527774013,0.4029701879355674
Breast,51,0.17676987858675927,0.235575805576208,0.2461299017539905,0.2756380130199977,389,0.5882091939691549,0.3005221278401658,0.4004966396165534
Breast,52,0.17647446164016697,0.23547850744489082,0.245729686162601,0.2755397175177205,389,0.5882091939691549,0.3000198967468385,0.40033122545384603
Breast,53,0.17307807277646628,0.2305215408852648,0.242410833655395,0.27221684560038983,389,0.5882091939691549,0.2942457794795066,0.3919040083847331
Breast,54,0.17142883725983704,0.2288996153926791,0.24058717137227734,0.2707824218958916,389,0.5882091939691549,0.29144195469482337,0.3891466127009949
Breast,55,0.17032319190325967,0.22837107548302135,0.23913095128884657,0.2703191694924502,389,0.5882091939691549,0.28956227418674324,0.38824805498534404
Breast,56,0.16798904393567915,0.22546159353946882,0.23670646015957134,0.2680464409003531,389,0.5882091939691549,0.2855940465705953,0.3833017162110047
Breast,57,0.16707591077397907,0.22499265595933035,0.23549234769100974,0.2677226253596023,389,0.5882091939691549,0.28404165131553577,0.38250448695150574
Breast,58,0.16640760414001982,0.223332746637996,0.23512110964623076,0.2663375331225529,389,0.5882091939691549,0.2829054796255804,0.37968251589366914
Breast,59,0.16421986797458735,0.22101195232017626,0.2327273000746136,0.2642084213502871,389,0.5882091939691549,0.2791861631173328,0.37573699048941744
Breast,60,0.16298355280560545,0.2197081984089598,0.23137163507239683,0.2629813226048393,389,0.5882091939691549,0.2770843340713782,0.3735205104945726
Breast,61,0.16148250669007325,0.21823264627235497,0.22970445514963875,0.2614586005351522,389,0.5882091939691549,0.27453244244689795,0.37101196055735036
Breast,62,0.1606949348251578,0.21779329009432677,0.2286625462963402,0.26111560501290515,389,0.5882091939691549,0.27319351086780946,0.3702650219128462
Breast,63,0.15971465529682777,0.21714426511936324,0.22743312009921562,0.2604407543710994,389,0.5882091939691549,0.27152696172444224,0.3691616304976526
Breast,64,0.158807467978487,0.2165459849021889,0.2263081441675099,0.25974742919327426,389,0.5882091939691549,0.26998467485160504,0.3681445089985185
Breast,65,0.15821064117395042,0.21583683557484787,0.2257000976446669,0.2589585601856187,389,0.5882091939691549,0.2689700242635902,0.36693890164893633
Breast,66,0.15765523128216538,0.2159421591140579,0.22481504613707162,0.25901238859634695,389,0.5882091939691549,0.2680257855514456,0.36711795961044036
Breast,67,0.15671160392299233,0.2148488461925079,0.22378637160027634,0.25803252610254407,389,0.5882091939691549,0.26642154786042005,0.36525924517217656
Breast,68,0.15573042876965096,0.21372173777975745,0.22273894902686864,0.2569005686919519,389,0.5882091939691549,0.2647534760869741,0.3633430758495842
Breast,69,0.1550993199003003,0.2126577670116325,0.22213814764288894,0.2561383104476354,389,0.5882091939691549,0.2636805434027839,0.36153424528550304
Breast,70,0.15462313137168962,0.2120576767507596,0.221620682645129,0.25566382567643126,389,0.5882091939691549,0.2628709869839231,0.3605140465755448
Breast,71,0.15405701043154818,0.21169283984793544,0.22088120560741373,0.25537518214578286,389,0.5882091939691549,0.2619085386816085,0.35989379632008334
Breast,72,0.1536796221415143,0.21114286524077822,0.2204911838693922,0.2549621667790862,389,0.5882091939691549,0.2612669501211045,0.35895879800180464
Breast,73,0.15364313713843408,0.21123813026727178,0.22038559651617784,0.25512005195830684,389,0.5882091939691549,0.26120492286370306,0.3591207557329491
Breast,74,0.153382233410031,0.21082070400177408,0.22013875420799206,0.2547615597921767,389,0.5882091939691549,0.2607613668447253,0.358411099593981
Breast,75,0.1529845212407776,0.21059092648915273,0.2195948428373644,0.2546310435400822,389,0.5882091939691549,0.2600852261564615,0.35802046048976904
Breast,76,0.1525712516082137,0.21001452328722822,0.2191711780941826,0.25413320095904635,389,0.5882091939691549,0.2593826366070272,0.3570405315668037
Breast,77,0.1522109818845534,0.2097683617216569,0.21872559208801315,0.2538268888116872,389,0.5882091939691549,0.2587701509006593,0.35662203833668216
Breast,78,0.15209603189061227,0.21014764171409778,0.21841870015116654,0.25407644783967454,389,0.5882091939691549,0.2585747272399622,0.3572668429339744
Breast,79,0.15167182240044164,0.20934725295796783,0.2180810201095092,0.2532907151945089,389,0.5882091939691549,0.25785353910737263,0.35590612167300767
Breast,80,0.15094648148209847,0.2085287767538953,0.21727637866429977,0.2525144099914801,389,0.5882091939691549,0.25662040483171017,0.35451465038615215
Breast,81,0.1507280433897758,0.20843673835559945,0.21696558922464262,0.25245928947400714,389,0.5882091939691549,0.25624904359736994,0.3543581781663373
Breast,82,0.15020962629168716,0.20823466721395997,0.21624411371941266,0.2522374246649359,389,0.5882091939691549,0.25536769542497834,0.354014641982763
Breast,83,0.15007156798319146,0.20772518096094872,0.21621812663737194,0.2518196817171262,389,0.5882091939691549,0.25513298588641414,0.3531484769206814
Breast,84,0.14992924875106248,0.20754641219806735,0.21606158599659497,0.25168474724952206,389,0.5882091939691549,0.2548910324562601,0.352844556538759
Breast,85,0.1493363468041773,0.20708549255842226,0.2153160962211097,0.2512590587520177,389,0.5882091939691549,0.25388305442231546,0.35206095838291435
Breast,86,0.14905527980169767,0.20680190123923545,0.21498201068916167,0.2510157579945466,389,0.5882091939691549,0.25340521931643584,0.3515788317482163
Breast,87,0.1487213576238638,0.2067871511426012,0.21447779211638723,0.25094181386361053,389,0.5882091939691549,0.2528375264254414,0.35155375547129736
Breast,88,0.14848518313444897,0.20651552159419553,0.21422919951819008,0.25062166683391646,389,0.5882091939691549,0.2524360119781388,0.3510919647492368
Breast,89,0.1482492951482451,0.20637718818778186,0.21393066745062037,0.25040342701410917,389,0.5882091939691549,0.2520349846079066,0.35085678752346067
Breast,90,0.14810284917393246,0.20610779943409174,0.21378732207786427,0.25024927518817225,389,0.5882091939691549,0.2517860154047487,0.35039880632144593
Breast,91,0.14789598286418762,0.20581678671656636,0.2135820941649556,0.24995159239286865,389,0.5882091939691549,0.25143432707368246,0.3499040627497556
Breast,92,0.1474479187980368,0.204887074781461,0.21323198110240135,0.24913457891205537,389,0.5882091939691549,0.2506725843625096,0.34832348232932425
Breast,93,0.147352458380803,0.20468575854861382,0.21313940761137262,0.2490528102114413,389,0.5882091939691549,0.2505102944523679,0.3479812295476417
Breast,94,0.14714730250000438,0.20432204772943896,0.21297786858400156,0.24861307203167612,389,0.5882091939691549,0.2501615139795326,0.34736289371932766
Breast,95,0.14694978544094542,0.2037511954412502,0.21288756009528692,0.24808426333591582,389,0.5882091939691549,0.2498257200798723,0.34639240176843394
Breast,96,0.14624354169733184,0.20310198775231805,0.21205100013832653,0.24739011899683194,389,0.5882091939691549,0.24862505244180302,0.345288699725711
