dataset,sample_id,iteration,n_inclusion,n_exclusion,miou,dice
Breast,sample_000393,56,56,56,0.04676099129746196,0.08934416105724696
Breast,sample_000393,57,57,57,0.04663387210119466,0.0891121018424021
Breast,sample_000393,58,58,58,0.04665091510660479,0.08914321753944722
Breast,sample_000393,59,59,59,0.04651181411288063,0.08888922893299261
Breast,sample_000393,60,60,60,0.04648208586163231,0.08883493848508793
Breast,sample_000393,61,61,61,0.04652239508912535,0.08890855142218594
Breast,sample_000393,62,62,62,0.046375899352227364,0.08864099293750356
Breast,sample_000393,63,63,63,0.046299610987804586,0.0885016308934559
Breast,sample_000393,64,64,64,0.04632181850724897,0.08854220123849602
Breast,sample_000393,65,65,65,0.04642577246995453,0.08873208915788153
Breast,sample_000393,66,66,66,0.04632252169940612,0.0885434858539993
Breast,sample_000393,67,67,67,0.04637300545143448,0.08863570678876195
Breast,sample_000393,68,68,68,0.046258697818053356,0.08842688316861734
Breast,sample_000393,69,69,69,0.04618761937217172,0.08829701005234492
Breast,sample_000393,70,70,70,0.046231211624482536,0.08837666303741669
Breast,sample_000393,71,71,71,0.046223421136147254,0.08836242852592784
Breast,sample_000393,72,72,72,0.046125928093050474,0.08818427467357004
Breast,sample_000393,73,73,73,0.046178967220049896,0.08828119980801863
Breast,sample_000393,74,74,74,0.04618717607106571,0.08829620000604613
Breast,sample_000393,75,75,75,0.046162593728899894,0.088251279496354
Breast,sample_000393,76,76,76,0.04618119334004859,0.08828526766498267
Breast,sample_000393,77,77,77,0.04620867593079169,0.08833548601512164
Breast,sample_000393,78,78,78,0.046170188400589174,0.08826515783474063
Breast,sample_000393,79,79,79,0.046100539125137945,0.08813787470885387
Breast,sample_000393,80,80,80,0.04612583291531221,0.08818410073436408
Breast,sample_000393,81,81,81,0.046083912224123384,0.08810748676201782
Breast,sample_000393,82,82,82,0.04605898609517727,0.08806192902583894
Breast,sample_000393,83,83,83,0.04608073199108675,0.08810167433899238
Breast,sample_000393,84,84,84,0.04603957276536753,0.0880264455839941
Breast,sample_000393,85,85,85,0.04605727488871102,0.08805880135695439
Breast,sample_000393,86,86,86,0.046041211548680405,0.08802944098257022
Breast,sample_000393,87,87,87,0.0459936338271702,0.08794247372019806
Breast,sample_000393,88,88,88,0.045995977119869254,0.0879467572074576
Breast,sample_000393,89,89,89,0.045996920708237105,0.08794848206071758
Breast,sample_000393,90,90,90,0.045939877368045036,0.08784420283056045
Breast,sample_000393,91,91,91,0.04587224446338982,0.08772055039461475
Breast,sample_000393,92,92,92,0.04591794609683697,0.08780410790003909
Breast,sample_000393,93,93,93,0.04593600747220489,0.08783712797730718
Breast,sample_000393,94,94,94,0.04599390205569875,0.08794296403699224
Breast,sample_000393,95,95,95,0.045995360358589234,0.08794562978333108
Breast,sample_000393,96,96,96,0.04592651913964818,0.08781978140763873
Breast,sample_000393,97,97,97,0.04593833795949134,0.08784138852604237
Breast,sample_000393,98,98,98,0.04601726089417091,0.08798566259763974
Breast,sample_000393,99,99,99,0.0459954350277159,0.08794576627668964
Breast,sample_000393,100,100,100,0.04595646725616439,0.08787453148355404
Breast,sample_000394,1,1,1,0.005172505732416147,0.010291777188328912
Breast,sample_000394,2,2,2,0.7585760517799353,0.8627162311372838
Breast,sample_000394,3,3,3,0.7572586090479406,0.8618635926993276
Breast,sample_000394,4,4,4,0.7592842673869007,0.8631740548838994
Breast,sample_000394,5,5,5,0.023055283757338552,0.04507143284117401
Breast,sample_000394,6,6,6,0.007728103706165864,0.015337676259586047
Breast,sample_000394,7,7,7,0.007832422586520947,0.015543105006325683
Breast,sample_000394,8,8,8,0.00847457627118644,0.01680672268907563
Breast,sample_000394,9,9,9,0.14069744003225157,0.2466866937621488
Breast,sample_000394,10,10,10,0.42224034801522564,0.593767922003441
Breast,sample_000394,11,11,11,0.5488798370672098,0.7087442472057857
Breast,sample_000394,12,12,12,0.6542393265183404,0.7909850963286078
Breast,sample_000394,13,13,13,0.6061959252023444,0.7548218940052128
Breast,sample_000394,14,14,14,0.5028142589118199,0.6691635455680399
Breast,sample_000394,15,15,15,0.47450248756218905,0.6436102910164487
Breast,sample_000394,16,16,16,0.24938755512003918,0.3992156862745098
Breast,sample_000394,17,17,17,0.19304200254560883,0.3236130867709815
Breast,sample_000394,18,18,18,0.20290722530996153,0.33736138754620415
Breast,sample_000394,19,19,19,0.1610291991905175,0.27739043824701193
Breast,sample_000394,20,20,20,0.17981520966595593,0.30481927710843376
Breast,sample_000394,21,21,21,0.1860390133806223,0.3137148294141634
Breast,sample_000394,22,22,22,0.23213083213083213,0.37679575265459087
Breast,sample_000394,23,23,23,0.19628796400449944,0.32816173013634226
Breast,sample_000394,24,24,24,0.1476833976833977,0.25735912531539107
Breast,sample_000394,25,25,25,0.14357348703170028,0.25109621490852274
Breast,sample_000394,26,26,26,0.18078803140275515,0.3062158941228125
Breast,sample_000394,27,27,27,0.16477384625484146,0.28292847883672434
Breast,sample_000394,28,28,28,0.15210453423255255,0.2640464119583965
Breast,sample_000394,29,29,29,0.1421980098949358,0.24899012021219644
Breast,sample_000394,30,30,30,0.1471513456833275,0.25655088360755635
Breast,sample_000394,31,31,31,0.15304633345494345,0.2654643252649897
Breast,sample_000394,32,32,32,0.1573981504623844,0.2719861793445986
Breast,sample_000394,33,33,33,0.14995547640249332,0.26080223013783493
Breast,sample_000394,34,34,34,0.1360179929313484,0.23946450457245216
Breast,sample_000394,35,35,35,0.10574238193517058,0.19126043039086518
Breast,sample_000394,36,36,36,0.10109974918001158,0.1836341335202383
Breast,sample_000394,37,37,37,0.0959885910703185,0.17516348592019218
Breast,sample_000394,38,38,38,0.09993908474834387,0.18171748987573985
Breast,sample_000394,39,39,39,0.09495977198109463,0.17344887805199513
Breast,sample_000394,40,40,40,0.09821395139850976,0.17886123423116262
Breast,sample_000394,41,41,41,0.10215619760595782,0.1853751724625889
Breast,sample_000394,42,42,42,0.09941542666261767,0.18085143113627733
Breast,sample_000394,43,43,43,0.10460015293596812,0.18939007505647454
Breast,sample_000394,44,44,44,0.099470052232262,0.1809418128857757
Breast,sample_000394,45,45,45,0.10405508798775823,0.1884961884961885
Breast,sample_000394,46,46,46,0.11194127101342252,0.201343854988671
Breast,sample_000394,47,47,47,0.11309471462492306,0.20320771114798136
Breast,sample_000394,48,48,48,0.11471579420354977,0.20582070299903257
Breast,sample_000394,49,49,49,0.10984574852335019,0.1979477754805115
Breast,sample_000394,50,50,50,0.1113608853536227,0.20040454333281468
Breast,sample_000394,51,51,51,0.10905000424484251,0.1966548015462931
Breast,sample_000394,52,52,52,0.11156735977634108,0.20073881946081898
Breast,sample_000394,53,53,53,0.10672067454740845,0.19285927696444577
Breast,sample_000394,54,54,54,0.11009174311926606,0.19834710743801653
Breast,sample_000394,55,55,55,0.11243798568731615,0.20214697292603995
Breast,sample_000394,56,56,56,0.11456223272563583,0.2055735056542811
Breast,sample_000394,57,57,57,0.11520072169598557,0.20660087364504126
Breast,sample_000394,58,58,58,0.11152756591850076,0.20067440401505646
Breast,sample_000394,59,59,59,0.10998409764903082,0.19817238441880275
Breast,sample_000394,60,60,60,0.11100969270222107,0.1998356871796878
Breast,sample_000394,61,61,61,0.11090806248096419,0.199671001096663
Breast,sample_000394,62,62,62,0.1112761588535978,0.2002673376317031
Breast,sample_000394,63,63,63,0.11030529378555609,0.19869362850549538
Breast,sample_000394,64,64,64,0.10990338164251208,0.19804134929270947
Breast,sample_000394,65,65,65,0.10538680295099534,0.1906785980611484
Breast,sample_000394,66,66,66,0.10868638649731481,0.19606335537444256
Breast,sample_000394,67,67,67,0.10717579009137396,0.19360212000757146
Breast,sample_000394,68,68,68,0.10803722504230119,0.19500649003588608
Breast,sample_000394,69,69,69,0.10656660412757973,0.19260766361478468
Breast,sample_000394,70,70,70,0.10410402275497765,0.1885764757838952
Breast,sample_000394,71,71,71,0.106879812520924,0.19311909262759924
Breast,sample_000394,72,72,72,0.10705902079141516,0.19341158652025747
Breast,sample_000394,73,73,73,0.11003460207612457,0.19825436408977556
Breast,sample_000394,74,74,74,0.1120137754426244,0.20146112919876122
Breast,sample_000394,75,75,75,0.10854926696215479,0.19584022144477337
Breast,sample_000394,76,76,76,0.10990772429926786,0.19804839968774396
Breast,sample_000394,77,77,77,0.10840793249668051,0.19561017080145296
Breast,sample_000394,78,78,78,0.10892612859097127,0.1964533538936006
Breast,sample_000394,79,79,79,0.11146370487901626,0.20057102069950036
Breast,sample_000394,80,80,80,0.11176157530601384,0.20105313547151749
Breast,sample_000394,81,81,81,0.11233894058697208,0.20198688814704582
Breast,sample_000394,82,82,82,0.11220857803879694,0.20177614209136732
Breast,sample_000394,83,83,83,0.11322198712465674,0.20341313490779683
Breast,sample_000394,84,84,84,0.11370829188895921,0.20419762107741649
Breast,sample_000394,85,85,85,0.11192073577109343,0.2013106369375849
Breast,sample_000394,86,86,86,0.10879252720884394,0.19623603972639797
Breast,sample_000394,87,87,87,0.1090244950580146,0.1966133219669082
Breast,sample_000394,88,88,88,0.10907841621575196,0.1967009989932626
Breast,sample_000394,89,89,89,0.10826502732240437,0.19537750385208014
Breast,sample_000394,90,90,90,0.10900617097484142,0.19658352465076462
Breast,sample_000394,91,91,91,0.10699224021592442,0.19330260200388585
Breast,sample_000394,92,92,92,0.10660452617877986,0.19266960084990134
Breast,sample_000394,93,93,93,0.1076387414547153,0.194357126427969
Breast,sample_000394,94,94,94,0.10741006890138226,0.19398427360867243
Breast,sample_000394,95,95,95,0.1085221421215242,0.19579607478806177
Breast,sample_000394,96,96,96,0.10783979548359608,0.19468481981462252
Breast,sample_000394,97,97,97,0.10643294472867566,0.19238932686476654
Breast,sample_000394,98,98,98,0.108130081300813,0.19515774027879676
Breast,sample_000394,99,99,99,0.10728830816222637,0.19378567870962798
Breast,sample_000394,100,100,100,0.10615879918049922,0.19194133655881462
Breast,sample_000395,1,1,1,0.9292144970724644,0.963308640363759
Breast,sample_000395,2,2,2,0.9259352669188735,0.9615434981884848
Breast,sample_000395,3,3,3,0.9229329632433342,0.9599221406935164
Breast,sample_000395,4,4,4,0.9265296678796038,0.9618638978961275
Breast,sample_000395,5,5,5,0.9257920833683503,0.9614662884573424
Breast,sample_000395,6,6,6,0.9227390235187793,0.9598172318051639
Breast,sample_000395,7,7,7,0.9210327138171727,0.9588933152388041
Breast,sample_000395,8,8,8,0.9204559794725108,0.95858065929252
Breast,sample_000395,9,9,9,0.9196035937467124,0.9581182247651617
Breast,sample_000395,10,10,10,0.9181079829987796,0.9573058358929355
Breast,sample_000395,11,11,11,0.9168998380072791,0.9566486676324685
Breast,sample_000395,12,12,12,0.9163615705087741,0.9563556111861392
Breast,sample_000395,13,13,13,0.9173784977908689,0.9569091328058991
Breast,sample_000395,14,14,14,0.9186159023979806,0.9575818706077118
Breast,sample_000395,15,15,15,0.923408460179968,0.9601792643602777
Breast,sample_000395,16,16,16,0.9233259749816041,0.9601346698293672
Breast,sample_000395,17,17,17,0.9242459274829217,0.9606318135145173
Breast,sample_000395,18,18,18,0.9252122383794233,0.9611534977133065
Breast,sample_000395,19,19,19,0.9252289338822146,0.961162506545645
Breast,sample_000395,20,20,20,0.9240418557740797,0.9605215738950955
Breast,sample_000395,21,21,21,0.9241272108557744,0.9605676855895197
Breast,sample_000395,22,22,22,0.9230203584259512,0.9599694089369606
Breast,sample_000395,23,23,23,0.9230720766129032,0.9599973790256527
Breast,sample_000395,24,24,24,0.9228184395673632,0.9598601933264158
Breast,sample_000395,25,25,25,0.921403243742263,0.959094085786669
Breast,sample_000395,26,26,26,0.9213918876428048,0.9590879336679031
Breast,sample_000395,27,27,27,0.9209230188837424,0.9588338625031368
Breast,sample_000395,28,28,28,0.9211976449389234,0.9589826922447733
Breast,sample_000395,29,29,29,0.919709708453591,0.9581758162742813
Breast,sample_000395,30,30,30,0.9172262773722628,0.9568263153887154
Breast,sample_000395,31,31,31,0.9174868629577112,0.9569680822141264
Breast,sample_000395,32,32,32,0.9173129847385539,0.9568734912246363
Breast,sample_000395,33,33,33,0.917324721325138,0.9568798765512595
Breast,sample_000395,34,34,34,0.9172362060343391,0.9568317176020519
Breast,sample_000395,35,35,35,0.9172761559459065,0.9568534538973178
Breast,sample_000395,36,36,36,0.9168575832048985,0.9566256682167847
Breast,sample_000395,37,37,37,0.8151309763692984,0.8981511383820442
Breast,sample_000395,38,38,38,0.7995186003484759,0.8885916491151017
Breast,sample_000395,39,39,39,0.7870810438346967,0.8808565750837889
Breast,sample_000395,40,40,40,0.7680532331189988,0.8688123397326522
Breast,sample_000395,41,41,41,0.7649514646508032,0.8668243631301774
Breast,sample_000395,42,42,42,0.7565585044062961,0.861409970130209
Breast,sample_000395,43,43,43,0.7545687041647613,0.8601187315990154
Breast,sample_000395,44,44,44,0.7482367165983744,0.8559901636824714
Breast,sample_000395,45,45,45,0.7480016121448243,0.8558362955134979
Breast,sample_000395,46,46,46,0.7396539125813737,0.8503460455348193
Breast,sample_000395,47,47,47,0.7277625391849529,0.8424335204399841
Breast,sample_000395,48,48,48,0.7304421908023002,0.8442260535310213
Breast,sample_000395,49,49,49,0.7215712297284175,0.8382705487501058
Breast,sample_000395,50,50,50,0.7145031563431281,0.8334812959657599
Breast,sample_000395,51,51,51,0.7057781433384477,0.8275145816526182
Breast,sample_000395,52,52,52,0.70369318630003,0.8260797096081192
Breast,sample_000395,53,53,53,0.6977562898986106,0.821974619148995
Breast,sample_000395,54,54,54,0.6927759488166967,0.8185087333039777
Breast,sample_000395,55,55,55,0.6839806940933119,0.8123379282107275
Breast,sample_000395,56,56,56,0.67075514187059,0.8029364986656363
Breast,sample_000395,57,57,57,0.6571714142928535,0.793124246079614
Breast,sample_000395,58,58,58,0.648955007256894,0.7871106299455168
Breast,sample_000395,59,59,59,0.6374259005927952,0.778570682633063
Breast,sample_000395,60,60,60,0.6266760070052539,0.7704988630882657
Breast,sample_000395,61,61,61,0.615924092409241,0.7623181005871841
Breast,sample_000395,62,62,62,0.6461598406788467,0.785051153249349
Breast,sample_000395,63,63,63,0.6199750830564784,0.7654131097951755
Breast,sample_000395,64,64,64,0.626863582277595,0.7706406229832637
Breast,sample_000395,65,65,65,0.6095540014694277,0.7574197584087777
Breast,sample_000395,66,66,66,0.6185984199767969,0.7643630592270869
Breast,sample_000395,67,67,67,0.6225103893035344,0.7673422535935172
Breast,sample_000395,68,68,68,0.58922935297212,0.7415284041540817
Breast,sample_000395,69,69,69,0.5889042266482614,0.7412708919410889
Breast,sample_000395,70,70,70,0.5955628223533791,0.7465238146812073
Breast,sample_000395,71,71,71,0.6030922975393608,0.7524111973653258
Breast,sample_000395,72,72,72,0.6010980307931864,0.7508572482540641
Breast,sample_000395,73,73,73,0.5931630950173505,0.7446357461737345
Breast,sample_000395,74,74,74,0.5877730403410955,0.740374128300889
Breast,sample_000395,75,75,75,0.5805607379767828,0.7346262930963818
Breast,sample_000395,76,76,76,0.5690338311490399,0.7253302253302253
Breast,sample_000395,77,77,77,0.5632825463870871,0.7206407410981376
Breast,sample_000395,78,78,78,0.5606079559669752,0.7184481583904453
Breast,sample_000395,79,79,79,0.5536783866227014,0.7127323021159563
Breast,sample_000395,80,80,80,0.5452555809542338,0.7057157245373284
Breast,sample_000395,81,81,81,0.5421921286500212,0.7031447231216728
Breast,sample_000395,82,82,82,0.5309991237833613,0.6936635240798459
Breast,sample_000395,83,83,83,0.5133524027459955,0.6784307499225052
Breast,sample_000395,84,84,84,0.5012171427295263,0.6677476941386492
Breast,sample_000395,85,85,85,0.4905109967550559,0.6581782996877337
Breast,sample_000395,86,86,86,0.4870323567376425,0.6550393534221794
Breast,sample_000395,87,87,87,0.4947538960037031,0.6619870967741935
Breast,sample_000395,88,88,88,0.4915037116517398,0.6590713892457332
Breast,sample_000395,89,89,89,0.4946159526512438,0.6618636068668515
Breast,sample_000395,90,90,90,0.4894269044113638,0.6572016430773286
Breast,sample_000395,91,91,91,0.48183096625980915,0.6503183928946586
Breast,sample_000395,92,92,92,0.4756884476419542,0.6447003748007525
Breast,sample_000395,93,93,93,0.4730969815097719,0.6423161372917844
Breast,sample_000395,94,94,94,0.4662596434393463,0.6359851006274165
Breast,sample_000395,95,95,95,0.4794675668746261,0.6481623221893278
Breast,sample_000395,96,96,96,0.4848488122116953,0.6530615214481112
Breast,sample_000395,97,97,97,0.47644218011993844,0.6453922632869169
Breast,sample_000395,98,98,98,0.45842685166292596,0.6286593683326921
Breast,sample_000395,99,99,99,0.46082585278276483,0.6309114148068037
Breast,sample_000395,100,100,100,0.45636452281314754,0.6267174401249809
Breast,sample_000396,1,1,1,0.8148148148148148,0.8979591836734694
Breast,sample_000396,2,2,2,0.8148148148148148,0.8979591836734694
Breast,sample_000396,3,3,3,0.8396388650042992,0.9128301004907688
Breast,sample_000396,4,4,4,0.8396388650042992,0.9128301004907688
Breast,sample_000396,5,5,5,0.8417884780739467,0.9140989729225023
Breast,sample_000396,6,6,6,0.8392089423903697,0.9125759700794764
Breast,sample_000396,7,7,7,0.8435754189944135,0.9151515151515152
Breast,sample_000396,8,8,8,0.8444348947142243,0.9156570363466915
Breast,sample_000396,9,9,9,0.8508809626128062,0.9194334803807754
Breast,sample_000396,10,10,10,0.8491620111731844,0.918429003021148
Breast,sample_000396,11,11,11,0.8483025354533734,0.9179260637061148
Breast,sample_000396,12,12,12,0.8551783412118608,0.9219365299976836
Breast,sample_000396,13,13,13,0.8634607127522542,0.9267281105990783
Breast,sample_000396,14,14,14,0.8643194504079004,0.9272224781206817
Breast,sample_000396,15,15,15,0.8716738197424893,0.9314377436367806
Breast,sample_000396,16,16,16,0.8726960994427775,0.9320210574502175
Breast,sample_000396,17,17,17,0.5693650315979537,0.7255992329817833
Breast,sample_000396,18,18,18,0.5303297997644287,0.6930921685587839
Breast,sample_000396,19,19,19,0.5641952983725136,0.7213872832369942
Breast,sample_000396,20,20,20,0.23397528025294625,0.3792219892848824
Breast,sample_000396,21,21,21,0.005512679162072767,0.010964912280701754
Breast,sample_000396,22,22,22,0.0,0.0
Breast,sample_000396,23,23,23,0.00025316455696202533,0.0005062009617818274
Breast,sample_000396,24,24,24,0.004249667994687915,0.008463369478973817
Breast,sample_000396,25,25,25,0.0,0.0
Breast,sample_000396,26,26,26,0.0,0.0
Breast,sample_000396,27,27,27,0.0008914642299977714,0.0017813404586951682
Breast,sample_000396,28,28,28,0.0,0.0
Breast,sample_000396,29,29,29,0.0,0.0
Breast,sample_000396,30,30,30,0.0,0.0
Breast,sample_000396,31,31,31,0.0,0.0
Breast,sample_000396,32,32,32,0.0,0.0
Breast,sample_000396,33,33,33,0.0,0.0
Breast,sample_000396,34,34,34,0.0,0.0
Breast,sample_000396,35,35,35,0.0,0.0
Breast,sample_000396,36,36,36,0.0,0.0
Breast,sample_000396,37,37,37,0.0,0.0
Breast,sample_000396,38,38,38,0.0,0.0
Breast,sample_000396,39,39,39,0.0,0.0
Breast,sample_000396,40,40,40,0.0,0.0
Breast,sample_000396,41,41,41,0.0,0.0
Breast,sample_000396,42,42,42,0.0,0.0
Breast,sample_000396,43,43,43,0.0,0.0
Breast,sample_000396,44,44,44,0.0,0.0
Breast,sample_000396,45,45,45,0.0,0.0
Breast,sample_000396,46,46,46,0.0,0.0
Breast,sample_000396,47,47,47,0.0,0.0
Breast,sample_000396,48,48,48,0.0,0.0
Breast,sample_000396,49,49,49,0.0,0.0
Breast,sample_000396,50,50,50,0.0,0.0
Breast,sample_000396,51,51,51,0.0,0.0
Breast,sample_000396,52,52,52,0.0,0.0
Breast,sample_000396,53,53,53,0.0,0.0
Breast,sample_000396,54,54,54,0.0,0.0
Breast,sample_000396,55,55,55,0.0,0.0
Breast,sample_000396,56,56,56,0.0,0.0
Breast,sample_000396,57,57,57,0.0,0.0
Breast,sample_000396,58,58,58,0.0,0.0
Breast,sample_000396,59,59,59,0.0,0.0
Breast,sample_000396,60,60,60,0.0,0.0
Breast,sample_000396,61,61,61,0.0,0.0
Breast,sample_000396,62,62,62,0.0,0.0
Breast,sample_000396,63,63,63,0.0,0.0
Breast,sample_000396,64,64,64,0.0,0.0
Breast,sample_000396,65,65,65,0.0,0.0
Breast,sample_000396,66,66,66,0.0,0.0
Breast,sample_000396,67,67,67,0.0,0.0
Breast,sample_000396,68,68,68,0.0,0.0
Breast,sample_000396,69,69,69,0.0,0.0
Breast,sample_000396,70,70,70,0.0,0.0
Breast,sample_000396,71,71,71,0.0,0.0
Breast,sample_000396,72,72,72,0.0,0.0
Breast,sample_000396,73,73,73,0.0,0.0
Breast,sample_000396,74,74,74,0.0,0.0
Breast,sample_000396,75,75,75,0.0,0.0
Breast,sample_000396,76,76,76,0.0,0.0
Breast,sample_000396,77,77,77,0.0,0.0
Breast,sample_000396,78,78,78,0.0,0.0
Breast,sample_000396,79,79,79,0.0,0.0
Breast,sample_000396,80,80,80,0.0,0.0
Breast,sample_000396,81,81,81,0.0,0.0
Breast,sample_000396,82,82,82,0.0,0.0
Breast,sample_000396,83,83,83,0.0,0.0
Breast,sample_000396,84,84,84,0.0,0.0
Breast,sample_000396,85,85,85,0.0,0.0
Breast,sample_000396,86,86,86,0.0,0.0
Breast,sample_000396,87,87,87,0.0,0.0
Breast,sample_000396,88,88,88,0.0,0.0
Breast,sample_000396,89,89,89,0.0,0.0
Breast,sample_000396,90,90,90,0.0,0.0
Breast,sample_000396,91,91,91,0.0,0.0
Breast,sample_000396,92,92,92,0.0,0.0
Breast,sample_000396,93,93,93,0.0,0.0
Breast,sample_000396,94,94,94,0.0,0.0
Breast,sample_000396,95,95,95,0.0,0.0
Breast,sample_000396,96,96,96,0.0,0.0
Breast,sample_000396,97,97,97,0.0,0.0
Breast,sample_000396,98,98,98,0.0,0.0
Breast,sample_000396,99,99,99,0.0,0.0
Breast,sample_000396,100,100,100,0.0,0.0
Breast,sample_000397,1,1,1,0.8349868689816166,0.9100739445018685
Breast,sample_000397,2,2,2,0.8302658486707567,0.9072625698324023
Breast,sample_000397,3,3,3,0.8229273285568065,0.9028635597978664
Breast,sample_000397,4,4,4,0.8166910688140556,0.899097356544165
Breast,sample_000397,5,5,5,0.816517791770391,0.8989923417976622
Breast,sample_000397,6,6,6,0.8196457326892109,0.9008849557522124
Breast,sample_000397,7,7,7,0.8321157218001168,0.9083658983970013
Breast,sample_000397,8,8,8,0.8319696084161309,0.908278832349657
Breast,sample_000397,9,9,9,0.8333333333333334,0.9090909090909091
Breast,sample_000397,10,10,10,0.2105554110301769,0.34786579633062026
Breast,sample_000397,11,11,11,0.2005334325766034,0.33407388271764404
Breast,sample_000397,12,12,12,0.20186716122339923,0.33592258401987707
Breast,sample_000397,13,13,13,0.1854912764003673,0.3129357087529047
Breast,sample_000397,14,14,14,0.1812131211722923,0.3068254456781647
Breast,sample_000397,15,15,15,0.17962901805372083,0.30455171126612696
Breast,sample_000397,16,16,16,0.16825634151371416,0.2880469560228602
Breast,sample_000397,17,17,17,0.15898488068195696,0.27435194942044255
Breast,sample_000397,18,18,18,0.15167376183497336,0.2633970953602521
Breast,sample_000397,19,19,19,0.1471608051515288,0.25656526005888125
Breast,sample_000397,20,20,20,0.14352399737015123,0.25102052549876386
Breast,sample_000397,21,21,21,0.14788668657797086,0.2576677442245526
Breast,sample_000397,22,22,22,0.1225766572386536,0.21838447548013548
Breast,sample_000397,23,23,23,0.06637519483192988,0.12448750712434042
Breast,sample_000397,24,24,24,0.044055871298331405,0.08439370441650006
Breast,sample_000397,25,25,25,0.043198347792275674,0.08281904948123527
Breast,sample_000397,26,26,26,0.043949771689497714,0.08419901585565882
Breast,sample_000397,27,27,27,0.04771024615557934,0.0910752688172043
Breast,sample_000397,28,28,28,0.04019799277112724,0.07728911813036334
Breast,sample_000397,29,29,29,0.04013106439456782,0.07716539918539406
Breast,sample_000397,30,30,30,0.03698683297168187,0.0713352027155236
Breast,sample_000397,31,31,31,0.03677985916641744,0.07095018067960707
Breast,sample_000397,32,32,32,0.039104950403477536,0.07526660399085452
Breast,sample_000397,33,33,33,0.03641701004551453,0.07027482122068851
Breast,sample_000397,34,34,34,0.03727828273914578,0.0718771102402816
Breast,sample_000397,35,35,35,0.033011532028521966,0.06391319168276333
Breast,sample_000397,36,36,36,0.032338833461243284,0.06265158766297126
Breast,sample_000397,37,37,37,0.031784206927448065,0.06161018304805869
Breast,sample_000397,38,38,38,0.03087030622903953,0.059891736220367454
Breast,sample_000397,39,39,39,0.029683464525284933,0.05765551365626699
Breast,sample_000397,40,40,40,0.029518048541180283,0.05734343090537781
Breast,sample_000397,41,41,41,0.029485329485329486,0.05728168948278279
Breast,sample_000397,42,42,42,0.029138460607998063,0.05662690050624197
Breast,sample_000397,43,43,43,0.028834649437664513,0.056053029422025814
Breast,sample_000397,44,44,44,0.028857633109255924,0.05609645529293845
Breast,sample_000397,45,45,45,0.02876422729505221,0.055919960146130855
Breast,sample_000397,46,46,46,0.028775501475557075,0.05594126499763031
Breast,sample_000397,47,47,47,0.02868401525037742,0.05576836973284911
Breast,sample_000397,48,48,48,0.028647752787446797,0.05569983059763002
Breast,sample_000397,49,49,49,0.028627627960047343,0.05566179087921458
Breast,sample_000397,50,50,50,0.02856062762021671,0.05553513687627244
Breast,sample_000397,51,51,51,0.028522230374796953,0.055462545256612206
Breast,sample_000397,52,52,52,0.028466012343744043,0.05535625290888048
Breast,sample_000397,53,53,53,0.02835203780271707,0.05514072372199885
Breast,sample_000397,54,54,54,0.0282944985726436,0.05503189720827772
Breast,sample_000397,55,55,55,0.02820479443714282,0.05486221147720404
Breast,sample_000397,56,56,56,0.02804272780020287,0.054555568639074875
Breast,sample_000397,57,57,57,0.02798208146681946,0.05444079614090559
Breast,sample_000397,58,58,58,0.02783008303401823,0.05415308131839752
Breast,sample_000397,59,59,59,0.0277018587452542,0.05391030192175786
Breast,sample_000397,60,60,60,0.027605448875759067,0.0537277199258928
Breast,sample_000397,61,61,61,0.027529466634482816,0.05358379983914508
Breast,sample_000397,62,62,62,0.027505947563338483,0.05353924739524281
Breast,sample_000397,63,63,63,0.02746535202990581,0.05346234201599898
Breast,sample_000397,64,64,64,0.02744010602507901,0.05341451217285695
Breast,sample_000397,65,65,65,0.027424441203073687,0.05338483318726727
Breast,sample_000397,66,66,66,0.027385949498893662,0.05331190194347339
Breast,sample_000397,67,67,67,0.02735335101909819,0.05325013247285295
Breast,sample_000397,68,68,68,0.02739614533142336,0.05333122078745148
Breast,sample_000397,69,69,69,0.027343956262667703,0.053232330021468474
Breast,sample_000397,70,70,70,0.027352608861757558,0.053248726144887175
Breast,sample_000397,71,71,71,0.02733301117928685,0.053211589390885015
Breast,sample_000397,72,72,72,0.02730695270473115,0.05316220752295389
Breast,sample_000397,73,73,73,0.027274090829857184,0.05309992936320336
Breast,sample_000397,74,74,74,0.027245970794586433,0.05304663453391083
Breast,sample_000397,75,75,75,0.02723519650301534,0.05302621365726421
Breast,sample_000397,76,76,76,0.027226621585550316,0.053009961022087486
Breast,sample_000397,77,77,77,0.027225351030754862,0.053007552828473255
Breast,sample_000397,78,78,78,0.027224470489304674,0.053005883857764134
Breast,sample_000397,79,79,79,0.027234930598246353,0.0530257096736092
Breast,sample_000397,80,80,80,0.027243181109883392,0.0530413471919055
Breast,sample_000397,81,81,81,0.027234410898618257,0.053024724658111415
Breast,sample_000397,82,82,82,0.027232207859442494,0.0530205491048402
Breast,sample_000397,83,83,83,0.02723746425436734,0.0530305118381522
Breast,sample_000397,84,84,84,0.027248408519731118,0.05305125477681913
Breast,sample_000397,85,85,85,0.027234379865809812,0.053024665839878735
Breast,sample_000397,86,86,86,0.027232507542118586,0.05302111711257736
Breast,sample_000397,87,87,87,0.027233278467754002,0.05302257829570284
Breast,sample_000397,88,88,88,0.027229283912284106,0.053015007143447514
