dataset,sample_id,iteration,n_inclusion,n_exclusion,miou,dice
Clock,sample_000361,16,16,16,0.7715231788079471,0.8710280373831776
Clock,sample_000361,17,17,17,0.7727272727272727,0.8717948717948718
Clock,sample_000361,18,18,18,0.7728395061728395,0.871866295264624
Clock,sample_000361,19,19,19,0.77119341563786,0.870817843866171
Clock,sample_000361,20,20,20,0.7693574958813838,0.8696461824953445
Clock,sample_000361,21,21,21,0.7668863261943987,0.8680652680652681
Clock,sample_000361,22,22,22,0.7705053852526926,0.8703790360318203
Clock,sample_000361,23,23,23,0.7710743801652893,0.8707419505366308
Clock,sample_000361,24,24,24,0.7715231788079471,0.8710280373831776
Clock,sample_000361,25,25,25,0.7684036393713813,0.8690364826941066
Clock,sample_000361,26,26,26,0.7686567164179104,0.869198312236287
Clock,sample_000361,27,27,27,0.7636363636363637,0.865979381443299
Clock,sample_000361,28,28,28,0.7623762376237624,0.8651685393258427
Clock,sample_000361,29,29,29,0.754885993485342,0.8603248259860788
Clock,sample_000361,30,30,30,0.7516233766233766,0.8582020389249305
Clock,sample_000361,31,31,31,0.7473769168684423,0.8554272517321017
Clock,sample_000361,32,32,32,0.7487883683360258,0.85635103926097
Clock,sample_000361,33,33,33,0.7449718423169751,0.8538497003227293
Clock,sample_000361,34,34,34,0.7473853580048271,0.8554327808471455
Clock,sample_000361,35,35,35,0.7404153354632588,0.8508490133088573
Clock,sample_000361,36,36,36,0.7416,0.8516306844281121
Clock,sample_000361,37,37,37,0.7370103916866507,0.8485964104924069
Clock,sample_000361,38,38,38,0.7317460317460317,0.845096241979835
Clock,sample_000361,39,39,39,0.7352472089314195,0.8474264705882353
Clock,sample_000361,40,40,40,0.7358339984038308,0.847816091954023
Clock,sample_000361,41,41,41,0.7346613545816733,0.8470372071658245
Clock,sample_000361,42,42,42,0.7329093799682035,0.8458715596330275
Clock,sample_000361,43,43,43,0.7271293375394322,0.8420091324200913
Clock,sample_000361,44,44,44,0.6759530791788856,0.8066491688538933
Clock,sample_000361,45,45,45,0.6609318996415771,0.7958567112645663
Clock,sample_000361,46,46,46,0.6602150537634408,0.7953367875647669
Clock,sample_000361,47,47,47,0.6508833922261484,0.788527397260274
Clock,sample_000361,48,48,48,0.6518046709129511,0.7892030848329049
Clock,sample_000361,49,49,49,0.6397774687065368,0.7803223070398643
Clock,sample_000361,50,50,50,0.6277322404371585,0.7712966848510281
Clock,sample_000361,51,51,51,0.5930232558139535,0.7445255474452555
Clock,sample_000361,52,52,52,0.5713395638629284,0.7272006344171292
Clock,sample_000361,53,53,53,0.5681536555142503,0.7246147767680758
Clock,sample_000361,54,54,54,0.5574468085106383,0.7158469945355191
Clock,sample_000361,55,55,55,0.5547489413188142,0.7136186770428016
Clock,sample_000361,56,56,56,0.5494307968843619,0.7092034029389018
Clock,sample_000361,57,57,57,0.5510817307692307,0.710577295621852
Clock,sample_000361,58,58,58,0.535818287711124,0.6977626090254077
Clock,sample_000361,59,59,59,0.5242165242165242,0.6878504672897197
Clock,sample_000361,60,60,60,0.5194585448392555,0.6837416481069042
Clock,sample_000361,61,61,61,0.5096845600442723,0.6752199413489736
Clock,sample_000361,62,62,62,0.5071902654867256,0.6730275229357798
Clock,sample_000361,63,63,63,0.5032930845225028,0.669587440671778
Clock,sample_000361,64,64,64,0.5,0.6666666666666666
Clock,sample_000361,65,65,65,0.49755832881172,0.6644927536231884
Clock,sample_000361,66,66,66,0.4833948339483395,0.6517412935323383
Clock,sample_000361,67,67,67,0.48390501319261214,0.6522048364153628
Clock,sample_000361,68,68,68,0.4793518034500784,0.6480565371024735
Clock,sample_000361,69,69,69,0.4591226321036889,0.6293132900580799
Clock,sample_000361,70,70,70,0.452626411389298,0.6231835079418723
Clock,sample_000361,71,71,71,0.4436958614051973,0.6146666666666667
Clock,sample_000361,72,72,72,0.4364066193853428,0.6076366030283081
Clock,sample_000361,73,73,73,0.43973320628870893,0.6108537392455328
Clock,sample_000361,74,74,74,0.43531633616619453,0.6065789473684211
Clock,sample_000361,75,75,75,0.43252108716026244,0.6038599934576382
Clock,sample_000361,76,76,76,0.43171188026192703,0.6030708918654034
Clock,sample_000361,77,77,77,0.43461900282220134,0.6059016393442623
Clock,sample_000361,78,78,78,0.42203932327389115,0.5935691318327975
Clock,sample_000361,79,79,79,0.4249539594843462,0.5964458804523425
Clock,sample_000361,80,80,80,0.423394495412844,0.5949081533999355
Clock,sample_000361,81,81,81,0.4159531320414601,0.5875238701464036
Clock,sample_000361,82,82,82,0.4115812917594655,0.5831492584411486
Clock,sample_000361,83,83,83,0.4157657657657658,0.587336939230035
Clock,sample_000361,84,84,84,0.4091110128261831,0.5806654111738857
Clock,sample_000361,85,85,85,0.4002601908065915,0.5716940229173119
Clock,sample_000361,86,86,86,0.3938618925831202,0.5651376146788991
Clock,sample_000361,87,87,87,0.3850957535387177,0.5560565073639916
Clock,sample_000361,88,88,88,0.3876781223805532,0.558743581999396
Clock,sample_000361,89,89,89,0.38445552784704906,0.5553887721404983
Clock,sample_000361,90,90,90,0.38018906699547883,0.55092316855271
Clock,sample_000361,91,91,91,0.377859477124183,0.5484731692855025
Clock,sample_000361,92,92,92,0.3691141260973663,0.5392013990090353
Clock,sample_000361,93,93,93,0.3641732283464567,0.5339105339105339
Clock,sample_000361,94,94,94,0.3609051892313695,0.5303899082568807
Clock,sample_000361,95,95,95,0.3614693239546698,0.5309988518943742
Clock,sample_000361,96,96,96,0.35700501736781165,0.5261660978384528
Clock,sample_000361,97,97,97,0.35741885625965997,0.5266154284087674
Clock,sample_000361,98,98,98,0.3530534351145038,0.5218617771509168
Clock,sample_000361,99,99,99,0.3474830954169797,0.515751324226373
Clock,sample_000361,100,100,100,0.3465717497189959,0.5147468002225932
Clock,sample_000362,1,1,1,0.9177277179236043,0.9570990806945863
Clock,sample_000362,2,2,2,0.9130009775171065,0.9545222278998468
Clock,sample_000362,3,3,3,0.9074074074074074,0.9514563106796117
Clock,sample_000362,4,4,4,0.9076773566569485,0.9516046867040244
Clock,sample_000362,5,5,5,0.9112825458052073,0.9535822401614531
Clock,sample_000362,6,6,6,0.9052631578947369,0.9502762430939227
Clock,sample_000362,7,7,7,0.9074252651880425,0.9514661274014156
Clock,sample_000362,8,8,8,0.9104046242774566,0.9531013615733737
Clock,sample_000362,9,9,9,0.9087415946205571,0.9521892299949672
Clock,sample_000362,10,10,10,0.907088122605364,0.9512807634354595
Clock,sample_000362,11,11,11,0.9088291746641075,0.9522373051784816
Clock,sample_000362,12,12,12,0.9072657743785851,0.9513784461152882
Clock,sample_000362,13,13,13,0.9075309818875119,0.9515242378810594
Clock,sample_000362,14,14,14,0.8512911843276937,0.9196729196729196
Clock,sample_000362,15,15,15,0.8333333333333334,0.9090909090909091
Clock,sample_000362,16,16,16,0.8174872665534805,0.8995796356842597
Clock,sample_000362,17,17,17,0.8053691275167785,0.8921933085501859
Clock,sample_000362,18,18,18,0.8043660789252729,0.8915774778966962
Clock,sample_000362,19,19,19,0.828719723183391,0.9063386944181646
Clock,sample_000362,20,20,20,0.793046357615894,0.8845798707294552
Clock,sample_000362,21,21,21,0.7867104183757178,0.8806244260789715
Clock,sample_000362,22,22,22,0.6664340544312631,0.7998324958123953
Clock,sample_000362,23,23,23,0.6725352112676056,0.8042105263157895
Clock,sample_000362,24,24,24,0.6821428571428572,0.8110403397027601
Clock,sample_000362,25,25,25,0.6668994413407822,0.8001675743611227
Clock,sample_000362,26,26,26,0.6048131728942369,0.7537490134175217
Clock,sample_000362,27,27,27,0.5552325581395349,0.7140186915887851
Clock,sample_000362,28,28,28,0.5398530243075184,0.7011747430249633
Clock,sample_000362,29,29,29,0.5120514193893948,0.6772936592277718
Clock,sample_000362,30,30,30,0.43277501131733814,0.6041074249605055
Clock,sample_000362,31,31,31,0.4775,0.6463620981387479
Clock,sample_000362,32,32,32,0.38884364820846906,0.5599530929346233
Clock,sample_000362,33,33,33,0.43095667870036103,0.6023336486912646
Clock,sample_000362,34,34,34,0.4258351893095768,0.5973133395813808
Clock,sample_000362,35,35,35,0.4507307873644507,0.6213844653883653
Clock,sample_000362,36,36,36,0.4374713696747595,0.6086679413639261
Clock,sample_000362,37,37,37,0.2507182031862105,0.40091877218626015
Clock,sample_000362,38,38,38,0.2532347504621072,0.40412979351032446
Clock,sample_000362,39,39,39,0.25863930885529157,0.410982410982411
Clock,sample_000362,40,40,40,0.24150943396226415,0.3890577507598784
Clock,sample_000362,41,41,41,0.24163100931286183,0.38921548753294144
Clock,sample_000362,42,42,42,0.22840827980014275,0.37187681580476467
Clock,sample_000362,43,43,43,0.22529922553391224,0.3677456425972036
Clock,sample_000362,44,44,44,0.20257438278117745,0.3369012107387261
Clock,sample_000362,45,45,45,0.19238476953907815,0.3226890756302521
Clock,sample_000362,46,46,46,0.1982615894039735,0.3309153713298791
Clock,sample_000362,47,47,47,0.20814282603962553,0.34456658857451794
Clock,sample_000362,48,48,48,0.2069712058887205,0.3429596412556054
Clock,sample_000362,49,49,49,0.2207852193995381,0.3617101778282255
Clock,sample_000362,50,50,50,0.21179862497227767,0.34956076134699854
Clock,sample_000362,51,51,51,0.1978476821192053,0.33033863165169314
Clock,sample_000362,52,52,52,0.18624586012078706,0.31400886845130566
Clock,sample_000362,53,53,53,0.18354795310397848,0.3101656381942189
Clock,sample_000362,54,54,54,0.18638763935067476,0.31421035278602044
Clock,sample_000362,55,55,55,0.1727634914885911,0.29462631253860405
Clock,sample_000362,56,56,56,0.1747661837520631,0.2975335622853575
Clock,sample_000362,57,57,57,0.17796451914098974,0.3021559923906151
Clock,sample_000362,58,58,58,0.17879924953095686,0.30335826834314816
Clock,sample_000362,59,59,59,0.1981700977334165,0.3307879208608122
Clock,sample_000362,60,60,60,0.2038066723695466,0.3386036596198259
Clock,sample_000362,61,61,61,0.20565386275356065,0.34114909611598354
Clock,sample_000362,62,62,62,0.21051468963993814,0.3478102189781022
Clock,sample_000362,63,63,63,0.19669762641898864,0.3287340462228355
Clock,sample_000362,64,64,64,0.180595035057798,0.3059390048154093
Clock,sample_000362,65,65,65,0.17873218304576144,0.30326173428798725
Clock,sample_000362,66,66,66,0.1861328125,0.31384818047093693
Clock,sample_000362,67,67,67,0.18242725880551303,0.3085640278452323
Clock,sample_000362,68,68,68,0.18853754940711462,0.31725972730295976
Clock,sample_000362,69,69,69,0.18842583448548292,0.3171015456207412
Clock,sample_000362,70,70,70,0.187426326129666,0.31568497683653207
Clock,sample_000362,71,71,71,0.18123100303951367,0.30685107751688645
Clock,sample_000362,72,72,72,0.1801207091663523,0.3052581109157743
Clock,sample_000362,73,73,73,0.17843796711509716,0.3028381163786269
Clock,sample_000362,74,74,74,0.18056343354131216,0.3058936579115951
Clock,sample_000362,75,75,75,0.1754869533259831,0.29857745818352355
Clock,sample_000362,76,76,76,0.15865384615384615,0.27385892116182575
Clock,sample_000362,77,77,77,0.15334081076750522,0.2659071964434565
Clock,sample_000362,78,78,78,0.15523114355231143,0.2687447346251053
Clock,sample_000362,79,79,79,0.15384615384615385,0.26666666666666666
Clock,sample_000362,80,80,80,0.15496839033879073,0.26835087719298245
Clock,sample_000362,81,81,81,0.14974937343358397,0.26049046321525887
Clock,sample_000362,82,82,82,0.1532542481564604,0.2657770364192383
Clock,sample_000362,83,83,83,0.1597860605047635,0.27554402651678916
Clock,sample_000362,84,84,84,0.15613261473134085,0.27009464613645995
Clock,sample_000362,85,85,85,0.15615811826200587,0.2701328058773665
Clock,sample_000362,86,86,86,0.150970184571699,0.2623355263157895
Clock,sample_000362,87,87,87,0.14666258420085732,0.25580774365821096
Clock,sample_000362,88,88,88,0.14537177541729893,0.2538420773714891
Clock,sample_000362,89,89,89,0.1391430646332607,0.2442942751498151
Clock,sample_000362,90,90,90,0.12746141564662053,0.226103375029502
Clock,sample_000362,91,91,91,0.12412542109354754,0.22083909635776855
Clock,sample_000362,92,92,92,0.12318374694612319,0.21934745277618775
Clock,sample_000362,93,93,93,0.12038200552902739,0.2148945715567519
Clock,sample_000362,94,94,94,0.11489974786889183,0.2061167348696963
Clock,sample_000362,95,95,95,0.11277398067405138,0.20268982314942285
Clock,sample_000362,96,96,96,0.10179577090638614,0.18478156042048413
Clock,sample_000362,97,97,97,0.0988036303630363,0.17983855828796697
Clock,sample_000362,98,98,98,0.09986434310758635,0.18159392789373813
Clock,sample_000362,99,99,99,0.10056746532156369,0.18275565740475508
Clock,sample_000362,100,100,100,0.10083236750605837,0.18319295558958654
Clock,sample_000363,1,1,1,0.8830188679245283,0.9378757515030061
Clock,sample_000363,2,2,2,0.8312611012433393,0.9078564500484966
Clock,sample_000363,3,3,3,0.8632162661737524,0.9265873015873016
Clock,sample_000363,4,4,4,0.881578947368421,0.9370629370629371
Clock,sample_000363,5,5,5,0.8870056497175142,0.9401197604790419
Clock,sample_000363,6,6,6,0.8853383458646616,0.9391824526420738
Clock,sample_000363,7,7,7,0.8853383458646616,0.9391824526420738
Clock,sample_000363,8,8,8,0.8805970149253731,0.9365079365079365
Clock,sample_000363,9,9,9,0.7564102564102564,0.8613138686131386
Clock,sample_000363,10,10,10,0.7386541471048513,0.8496849684968497
Clock,sample_000363,11,11,11,0.7117117117117117,0.8315789473684211
Clock,sample_000363,12,12,12,0.6970588235294117,0.8214904679376083
Clock,sample_000363,13,13,13,0.6756756756756757,0.8064516129032258
Clock,sample_000363,14,14,14,0.6634078212290503,0.797649034424853
Clock,sample_000363,15,15,15,0.6538461538461539,0.7906976744186046
Clock,sample_000363,16,16,16,0.6380697050938338,0.779050736497545
Clock,sample_000363,17,17,17,0.6326259946949602,0.7749796913078798
Clock,sample_000363,18,18,18,0.6259842519685039,0.7699757869249395
Clock,sample_000363,19,19,19,0.6227154046997389,0.7674979887369268
Clock,sample_000363,20,20,20,0.6178756476683938,0.7638110488390712
Clock,sample_000363,21,21,21,0.6115384615384616,0.7589498806682577
Clock,sample_000363,22,22,22,0.6104725415070242,0.7581284694686756
Clock,sample_000363,23,23,23,0.6154838709677419,0.7619808306709265
Clock,sample_000363,24,24,24,0.6115384615384616,0.7589498806682577
Clock,sample_000363,25,25,25,0.6007556675062973,0.7505900865460268
Clock,sample_000363,26,26,26,0.5881627620221949,0.7406832298136646
Clock,sample_000363,27,27,27,0.5881627620221949,0.7406832298136646
Clock,sample_000363,28,28,28,0.59625,0.7470634299138607
Clock,sample_000363,29,29,29,0.5932835820895522,0.7447306791569087
Clock,sample_000363,30,30,30,0.585995085995086,0.7389620449264136
Clock,sample_000363,31,31,31,0.5783718104495748,0.7328714395688991
Clock,sample_000363,32,32,32,0.5700598802395209,0.7261632341723875
Clock,sample_000363,33,33,33,0.04478701085469306,0.0857342413130784
Clock,sample_000363,34,34,34,0.04221840068787618,0.08101641778731128
Clock,sample_000363,35,35,35,0.04030536857658841,0.07748757200347195
Clock,sample_000363,36,36,36,0.541002277904328,0.7021433850702143
Clock,sample_000363,37,37,37,0.5375,0.6991869918699187
Clock,sample_000363,38,38,38,0.541095890410959,0.7022222222222222
Clock,sample_000363,39,39,39,0.542528735632184,0.7034277198211625
Clock,sample_000363,40,40,40,0.5419058553386912,0.702903946388682
Clock,sample_000363,41,41,41,0.03647303521022136,0.07037912993621444
Clock,sample_000363,42,42,42,0.034832576617480134,0.067320216631247
Clock,sample_000363,43,43,43,0.029227930233942497,0.05679583574320417
Clock,sample_000363,44,44,44,0.02468328976472954,0.04817740273757543
Clock,sample_000363,45,45,45,0.02258717453307572,0.04417652615952135
Clock,sample_000363,46,46,46,0.0205404953145917,0.04025415044066407
Clock,sample_000363,47,47,47,0.01905316259216143,0.0373938540040364
Clock,sample_000363,48,48,48,0.017617509867240762,0.03462501322238285
Clock,sample_000363,49,49,49,0.016986680505102922,0.033405905565383046
Clock,sample_000363,50,50,50,0.016146535565128746,0.031779935275080905
Clock,sample_000363,51,51,51,0.01643019676080846,0.032329218106995884
Clock,sample_000363,52,52,52,0.014928549711158407,0.029417932356729876
Clock,sample_000363,53,53,53,0.013985814794770273,0.027585819428057757
Clock,sample_000363,54,54,54,0.013595458950574554,0.026826203354641316
Clock,sample_000363,55,55,55,0.012903056263632303,0.025477376504773764
Clock,sample_000363,56,56,56,0.012582968145357629,0.02485320915165013
Clock,sample_000363,57,57,57,0.012263656118090766,0.024230161863403078
Clock,sample_000363,58,58,58,0.01418501184491824,0.027973223187580117
Clock,sample_000363,59,59,59,0.014467132207784554,0.028521638106302642
Clock,sample_000363,60,60,60,0.014143334485539808,0.027892180532280514
Clock,sample_000363,61,61,61,0.014070380559376433,0.027750303783875434
Clock,sample_000363,62,62,62,0.013784003817972545,0.027193176783340718
Clock,sample_000363,63,63,63,0.013229152633706049,0.026112854331755572
Clock,sample_000363,64,64,64,0.013624129415355587,0.026882014782370654
Clock,sample_000363,65,65,65,0.013909348441926346,0.0274370651839848
Clock,sample_000363,66,66,66,0.013708956890775073,0.02704712589858705
Clock,sample_000363,67,67,67,0.01351723378482546,0.02667391009099552
Clock,sample_000363,68,68,68,0.012688649989663014,0.025059330900553754
Clock,sample_000363,69,69,69,0.012378671372746754,0.024454626954875984
Clock,sample_000363,70,70,70,0.012700465597516813,0.025082373374881867
Clock,sample_000363,71,71,71,0.01226733291692692,0.024237338335472407
Clock,sample_000363,72,72,72,0.012083774272143332,0.023879000097266803
Clock,sample_000363,73,73,73,0.01186936446926294,0.023460270438148023
Clock,sample_000363,74,74,74,0.011800331659016079,0.02332541567695962
Clock,sample_000363,75,75,75,0.011791263418265651,0.023307699610747176
Clock,sample_000363,76,76,76,0.011685468132705032,0.02310099037850808
Clock,sample_000363,77,77,77,0.011889771406431616,0.023500131619881782
Clock,sample_000363,78,78,78,0.011688806360996049,0.02310751347153917
Clock,sample_000363,79,79,79,0.01173602313741425,0.0231997731997732
Clock,sample_000363,80,80,80,0.011671856799866879,0.02307439259363692
Clock,sample_000363,81,81,81,0.011469550795393493,0.022678983833718244
Clock,sample_000363,82,82,82,0.011169498851202256,0.022092238470191226
Clock,sample_000363,83,83,83,0.011538551923483655,0.02281386488244587
Clock,sample_000363,84,84,84,0.011409583120323466,0.022561746122917864
Clock,sample_000363,85,85,85,0.011339491916859122,0.022424699139092508
Clock,sample_000363,86,86,86,0.011731816878524324,0.023191554684363413
Clock,sample_000363,87,87,87,0.01157363756364322,0.022882442036583944
Clock,sample_000363,88,88,88,0.011976486084347635,0.02366949479367528
Clock,sample_000363,89,89,89,0.011855607871544126,0.023433398558678948
Clock,sample_000363,90,90,90,0.011833891687353885,0.02339097708541756
Clock,sample_000363,91,91,91,0.01186936446926294,0.023460270438148023
Clock,sample_000363,92,92,92,0.011506374203224597,0.02275096726362857
Clock,sample_000363,93,93,93,0.011610309765902105,0.022954115144573524
Clock,sample_000363,94,94,94,0.01153990786875999,0.022816515253607193
Clock,sample_000363,95,95,95,0.011545334838224229,0.022827122899184083
Clock,sample_000363,96,96,96,0.011395019610573464,0.022533272143184947
Clock,sample_000363,97,97,97,0.011173565755637986,0.022100193545483187
Clock,sample_000363,98,98,98,0.010943942939930904,0.02165093923626422
Clock,sample_000363,99,99,99,0.011155034532897129,0.022063944997416138
Clock,sample_000363,100,100,100,0.010983602890186342,0.021728548037350092
Clock,sample_000364,1,1,1,0.5450310559006211,0.7055276381909548
Clock,sample_000364,2,2,2,0.9433384379785605,0.970843183609141
Clock,sample_000364,3,3,3,0.943939393939394,0.9711613406079501
Clock,sample_000364,4,4,4,0.9466463414634146,0.9725920125293657
Clock,sample_000364,5,5,5,0.9467275494672754,0.9726348709929633
Clock,sample_000364,6,6,6,0.9452887537993921,0.971875
Clock,sample_000364,7,7,7,0.7964148527528809,0.8866714183891661
Clock,sample_000364,8,8,8,0.7698019801980198,0.8699300699300699
Clock,sample_000364,9,9,9,0.7341176470588235,0.8466757123473542
Clock,sample_000364,10,10,10,0.7220299884659747,0.8385800401875418
Clock,sample_000364,11,11,11,0.7129840546697038,0.8324468085106383
Clock,sample_000364,12,12,12,0.6716577540106952,0.8035828534868842
Clock,sample_000364,13,13,13,0.6687830687830688,0.8015218769816107
Clock,sample_000364,14,14,14,0.6631689401888772,0.7974763406940063
Clock,sample_000364,15,15,15,0.6532091097308489,0.7902316844082655
Clock,sample_000364,16,16,16,0.6495375128468653,0.7875389408099689
Clock,sample_000364,17,17,17,0.6695464362850972,0.8020698576972833
Clock,sample_000364,18,18,18,0.6527632950990615,0.7899053627760252
Clock,sample_000364,19,19,19,0.6419753086419753,0.7819548872180451
Clock,sample_000364,20,20,20,0.6325910931174089,0.7749535027898327
Clock,sample_000364,21,21,21,0.5994208494208494,0.7495473747736874
Clock,sample_000364,22,22,22,0.579870729455217,0.734073641145529
Clock,sample_000364,23,23,23,0.5570409982174688,0.7155123068116772
Clock,sample_000364,24,24,24,0.5492091388400703,0.7090187180941577
Clock,sample_000364,25,25,25,0.5409836065573771,0.7021276595744681
Clock,sample_000364,26,26,26,0.533731853116994,0.6959910913140311
Clock,sample_000364,27,27,27,0.5216666666666666,0.6856516976998904
Clock,sample_000364,28,28,28,0.5274725274725275,0.6906474820143885
Clock,sample_000364,29,29,29,0.5221017514595496,0.686027397260274
Clock,sample_000364,30,30,30,0.5040257648953301,0.6702355460385439
Clock,sample_000364,31,31,31,0.4913657770800628,0.6589473684210526
Clock,sample_000364,32,32,32,0.4845201238390093,0.6527632950990615
Clock,sample_000364,33,33,33,0.4830508474576271,0.6514285714285715
Clock,sample_000364,34,34,34,0.48753894080996885,0.6554973821989529
Clock,sample_000364,35,35,35,0.4793577981651376,0.648062015503876
Clock,sample_000364,36,36,36,0.43909348441926344,0.610236220472441
Clock,sample_000364,37,37,37,0.4379872430900071,0.6091670773780187
Clock,sample_000364,38,38,38,0.43812233285917496,0.609297725024728
Clock,sample_000364,39,39,39,0.4209799861973775,0.5925206410879067
Clock,sample_000364,40,40,40,0.386392811296534,0.5574074074074075
Clock,sample_000364,41,41,41,0.37965887555274797,0.5503663003663004
Clock,sample_000364,42,42,42,0.3806206459784674,0.5513761467889908
Clock,sample_000364,43,43,43,0.3712871287128713,0.5415162454873647
Clock,sample_000364,44,44,44,0.31178310740354537,0.4753577106518283
Clock,sample_000364,45,45,45,0.3061855670103093,0.46882399368587213
Clock,sample_000364,46,46,46,0.30721328489880645,0.4700277888050814
Clock,sample_000364,47,47,47,0.3067357512953368,0.46946867565424266
Clock,sample_000364,48,48,48,0.31592967501331914,0.4801619433198381
Clock,sample_000364,49,49,49,0.32709251101321585,0.49294605809128633
Clock,sample_000364,50,50,50,0.3307349665924276,0.497071129707113
Clock,sample_000364,51,51,51,0.32945091514143093,0.4956195244055069
Clock,sample_000364,52,52,52,0.3307349665924276,0.497071129707113
Clock,sample_000364,53,53,53,0.3252879868348875,0.4908940397350993
Clock,sample_000364,54,54,54,0.3269018743109151,0.4927295388450353
Clock,sample_000364,55,55,55,0.3290645879732739,0.49518223711772097
Clock,sample_000364,56,56,56,0.17479788123780318,0.2975794969150451
Clock,sample_000364,57,57,57,0.1505763688760807,0.2617407639323732
Clock,sample_000364,58,58,58,0.1424352567014993,0.24935374826009146
Clock,sample_000364,59,59,59,0.1388704318936877,0.24387397899649943
Clock,sample_000364,60,60,60,0.12171884114330157,0.21702201421390188
Clock,sample_000364,61,61,61,0.11883067577828398,0.21241940956905328
Clock,sample_000364,62,62,62,0.11513037091443261,0.20648773258685987
Clock,sample_000364,63,63,63,0.11334056399132321,0.20360448124695568
Clock,sample_000364,64,64,64,0.11543450064850844,0.2069767441860465
Clock,sample_000364,65,65,65,0.11525612472160357,0.20668996505242138
Clock,sample_000364,66,66,66,0.11471781630394688,0.2058239576439444
Clock,sample_000364,67,67,67,0.11251808972503619,0.20227642276422764
Clock,sample_000364,68,68,68,0.11154949784791966,0.20070990642142628
Clock,sample_000364,69,69,69,0.10813630041724617,0.19516786946972073
Clock,sample_000364,70,70,70,0.09753416051515627,0.1777332570120206
Clock,sample_000364,71,71,71,0.09680436477007015,0.17652075042637863
Clock,sample_000364,72,72,72,0.09336349924585219,0.17078217685197958
Clock,sample_000364,73,73,73,0.09363691194209892,0.17123948710878256
Clock,sample_000364,74,74,74,0.09331329827197596,0.17069818581638263
Clock,sample_000364,75,75,75,0.09271128335072291,0.16969035602237076
Clock,sample_000364,76,76,76,0.09448579674920249,0.17265787647467037
Clock,sample_000364,77,77,77,0.09100219458668618,0.16682311921684323
Clock,sample_000364,78,78,78,0.08931396519487991,0.16398204383416953
Clock,sample_000364,79,79,79,0.0877986710024035,0.16142448661294515
Clock,sample_000364,80,80,80,0.08540778434878284,0.15737455651292448
Clock,sample_000364,81,81,81,0.08373786407766991,0.15453527435610304
Clock,sample_000364,82,82,82,0.08487337440109514,0.15646687697160883
Clock,sample_000364,83,83,83,0.08459751264179309,0.15599798387096775
Clock,sample_000364,84,84,84,0.08631491020464986,0.1589132384980136
Clock,sample_000364,85,85,85,0.0833780880773362,0.15392241913496096
Clock,sample_000364,86,86,86,0.08304312885079025,0.15335147167944596
Clock,sample_000364,87,87,87,0.0826776903587145,0.15272816849365686
Clock,sample_000364,88,88,88,0.08216273522395971,0.15184913054126867
Clock,sample_000364,89,89,89,0.08278808919748964,0.15291651251695645
Clock,sample_000364,90,90,90,0.08194554586307164,0.15147813339848523
Clock,sample_000364,91,91,91,0.08409060084090601,0.15513574377580383
Clock,sample_000364,92,92,92,0.08106694560669456,0.14997581035316884
Clock,sample_000364,93,93,93,0.08092938258712962,0.1497403695205893
Clock,sample_000364,94,94,94,0.079701761151819,0.14763662340754852
Clock,sample_000364,95,95,95,0.07917251947388584,0.1467281978464087
Clock,sample_000364,96,96,96,0.08022291342664593,0.14853029394121176
Clock,sample_000364,97,97,97,0.08023331173039533,0.14854811615070795
Clock,sample_000364,98,98,98,0.07973721499420328,0.14769744691004533
Clock,sample_000364,99,99,99,0.013232713974676052,0.026119792209959736
Clock,sample_000364,100,100,100,0.012974631072790581,0.025616892417236158
Clock,sample_000366,1,1,1,0.22523283365003402,0.36765719537412883
Clock,sample_000366,2,2,2,0.5584045584045584,0.716636197440585
Clock,sample_000366,3,3,3,0.5515350877192983,0.7109540636042403
Clock,sample_000366,4,4,4,0.5545778981048486,0.7134771422917079
Clock,sample_000366,5,5,5,0.5456976178901313,0.7060858625570058
Clock,sample_000366,6,6,6,0.5542356014429656,0.7131938052743207
Clock,sample_000366,7,7,7,0.575254348539547,0.7303637651568815
Clock,sample_000366,8,8,8,0.5405212424134238,0.7017381228273465
Clock,sample_000366,9,9,9,0.5397517010863078,0.7010892739465829
Clock,sample_000366,10,10,10,0.5411208804354327,0.7022432663199565
Clock,sample_000366,11,11,11,0.5455517917632376,0.7059637789825816
Clock,sample_000366,12,12,12,0.5470192364957418,0.7071912534647367
Clock,sample_000366,13,13,13,0.5588829471182413,0.7170300350663211
Clock,sample_000366,14,14,14,0.5570417929968492,0.7155129624680233
Clock,sample_000366,15,15,15,0.5558295174357168,0.7145121122934118
Clock,sample_000366,16,16,16,0.55192843866171,0.711280784489857
Clock,sample_000366,17,17,17,0.5539933492795053,0.7129932049404963
Clock,sample_000366,18,18,18,0.5554644488696263,0.7142104074101966
Clock,sample_000366,19,19,19,0.5298020630052969,0.6926413237598863
Clock,sample_000366,20,20,20,0.527587931321887,0.6907463989524225
Clock,sample_000366,21,21,21,0.4853547959859406,0.6535203539216022
Clock,sample_000366,22,22,22,0.49559459882175066,0.6627392198556837
Clock,sample_000366,23,23,23,0.49787635677206227,0.6647763074984246
Clock,sample_000366,24,24,24,0.4997628208506826,0.666455807415217
Clock,sample_000366,25,25,25,0.4602735739231665,0.6303936223218735
Clock,sample_000366,26,26,26,0.46491099014271003,0.6347293361454254
Clock,sample_000366,27,27,27,0.4600077654824306,0.630144272322319
Clock,sample_000366,28,28,28,0.4979957805907173,0.664882754735582
