step,pred_iou,anch_mi,stab,unc_global,unc_boundary,iou_gt,dice_gt,d_pred,d_mi,d_stab,d_pred_ema,d_mi_ema,d_stab_ema
45,0.9265272617340088,-6.9823150634765625,0.933275762809173,0.00866723619401455,0.00866723619401455,0.9293432602332254,0.9633778284957788,-0.003556370735168457,-0.05596160888671875,0.000491023063659668,-0.00272970087826252,0.0028340276330709457,-0.0009566303924657404
46,0.9253767728805542,-6.979679107666016,0.9313193906529733,0.0088266059756279,0.0088266059756279,0.9275240766981151,0.9623994718519743,-0.0011504888534545898,0.002635955810546875,-0.001956343650817871,-0.002098016208037734,0.0027547990903258324,-0.0013565156841650605
47,0.9240124821662903,-6.998501777648926,0.9277592545094391,0.00922570750117302,0.00922570750117302,0.9221969936478827,0.9595239163263567,-0.001364290714263916,-0.018822669982910156,-0.003560185432434082,-0.0018045261967927217,-0.0058761886321008205,-0.002237983513623476
48,0.9227071404457092,-6.932344436645508,0.9331118049783915,0.008876769803464413,0.008876769803464413,0.9289562094529284,0.963169827184817,-0.0013053417205810547,0.06615734100341797,0.0053525567054748535,-0.0016048524994403124,0.022937223315238953,0.0007982326205819845
49,0.9216612577438354,-6.920565128326416,0.931394182547376,0.008770152926445007,0.008770152926445007,0.9292709782102083,0.9633389904328488,-0.0010458827018737793,0.011779308319091797,-0.0017176270484924316,-0.0013812646502628922,0.01847405731678009,-0.0002081112179439515
50,0.9215546250343323,-6.898943901062012,0.931449517981605,0.008626200258731842,0.008626200258731842,0.9331237080382762,0.9654050634816385,-0.00010663270950317383,0.021621227264404297,5.537271499633789e-05,-0.0008714118739590049,0.019732926040887833,-0.0001027176549541764
51,0.9203539490699768,-6.979005813598633,0.9286349424889057,0.009005905129015446,0.009005905129015446,0.928515568428406,0.9629329248143699,-0.0012006759643554688,-0.0800619125366211,-0.0028145909309387207,-0.0010031175334006548,-0.020185012370347977,-0.0011874670162796974
52,0.9166224598884583,-6.9627509117126465,0.9219810040702957,0.010194643400609493,0.010194643400609493,0.9197934595522319,0.9582212659134305,-0.0037314891815185547,0.016254901885986328,-0.006653964519500732,-0.0020944662392139435,-0.005609047133475542,-0.0033740659710019827
53,0.9150800704956055,-6.936511993408203,0.918997865408123,0.010623358190059662,0.010623358190059662,0.9139925904813583,0.9550638754055932,-0.0015423893928527832,0.02623891830444336,-0.00298309326171875,-0.0018736354541033506,0.007130139507353306,-0.0032176771201193333
54,0.9142128229141235,-6.918169021606445,0.9155370468708138,0.010717895813286304,0.010717895813286304,0.9092404094244495,0.9524629846888112,-0.0008672475814819336,0.018342971801757812,-0.003460824489593506,-0.0014710803516209126,0.011615272611379623,-0.0033149360679090023
55,0.9135599136352539,-7.052957534790039,0.9153651973699922,0.01088938768953085,0.01088938768953085,0.9039030576297299,0.949526346950718,-0.0006529092788696289,-0.13478851318359375,-0.00017184019088745117,-0.0011438119690865278,-0.046946242451667786,-0.002057697856798768
