index,x,y,label,sufficiency,stderr,CI95_low,CI95_high,tag
64,263,75,0,-0.013685732716630674,0.023336026557348226,-0.0594243447690332,0.03205287933577185,redundant
65,376,86,1,-0.005222233182341702,0.015295272609818136,-0.03520096749758525,0.024756501132901843,redundant
66,220,43,0,-0.011972592990116333,0.01911071707253261,-0.04942959845228025,0.025484412472047586,redundant
67,222,279,1,0.014110826587082154,0.02484989748008723,-0.03459497247388882,0.06281662564805313,redundant
68,515,332,0,-0.0014490157279487396,0.01419520265702066,-0.029271612935709235,0.026373581479811753,redundant
69,363,176,1,0.005687073662538759,0.019735385960469642,-0.032994282819981735,0.04436843014505926,redundant
70,324,334,0,0.0022914361092950613,0.016255256945107262,-0.029568867503115173,0.03415173972170529,redundant
71,335,150,1,0.005524831689663165,0.025813111682008966,-0.045068867207074405,0.05611853058640074,redundant
72,119,166,0,-0.0034013010903521878,0.015322410351178276,-0.033433225378661606,0.026630623197957233,redundant
73,200,300,1,0.05898803919104131,0.022317360901354062,0.015246011824387347,0.10273006655769526,useful
74,503,412,0,-0.006434788446740747,0.026023243708895846,-0.057440346116176606,0.044570769222695115,redundant
75,337,226,1,-0.003927394362580015,0.011342573788133206,-0.0261588389873211,0.01830405026216107,redundant
76,193,173,0,0.004539254282682176,0.016442304421395517,-0.027687662383253035,0.03676617094861739,redundant
77,285,193,1,0.006865287993688201,0.02170875163796402,-0.03568386521672128,0.04941444120409768,redundant
78,88,377,0,0.018156974641390648,0.02061375424206213,-0.022245983673051126,0.05855993295583242,redundant
79,142,265,1,0.012523078512094337,0.021927073832810326,-0.030453986200213896,0.055500143224402575,redundant
80,570,290,0,0.0036260474680417445,0.011565234814877335,-0.01904181276911783,0.02629390770520132,redundant
81,217,217,1,-0.0014126561290425902,0.007068008946293944,-0.01526595366377872,0.012440641405693538,redundant
82,38,99,0,0.009632930391721816,0.0186678262657288,-0.02695600908910663,0.04622186987255027,redundant
83,311,196,1,-0.001633643097181061,0.008464006170022173,-0.01822309519042452,0.014955808996062398,redundant
84,56,363,0,0.0008652798541477352,0.005610974128961135,-0.01013222943861609,0.01186278914691156,redundant
85,290,244,1,-0.00010978206949390224,0.014384010775174007,-0.028302443188834958,0.028082879049847152,redundant
86,175,361,0,-0.026076672773624365,0.029986322666209465,-0.08484986519939491,0.03269651965214619,redundant
87,268,229,1,-0.0010783093485366632,0.009013159030262648,-0.018744101047851455,0.016587482350778126,redundant
88,5,189,0,-0.0025061438805274957,0.018355062621751107,-0.03848206661915966,0.033469778858104676,redundant
89,355,91,1,0.00919992547000873,0.013975745559470319,-0.018192535826553093,0.036592386766570555,redundant
90,316,103,0,-0.01012309011220563,0.016030228739279267,-0.04154233844119299,0.021296158216781734,redundant
91,299,175,1,-0.004452275124126067,0.009213462066680474,-0.022510660774819793,0.01360611052656766,redundant
92,632,22,0,-0.000899681136188149,0.00883609220491705,-0.01821842185782557,0.01641905958544927,redundant
93,338,212,1,0.006540691156196957,0.013896615429443803,-0.020696675085512897,0.03377805739790681,redundant
94,205,128,0,-0.005077691436159912,0.019517900093784117,-0.043332775619976775,0.03317739274765696,redundant
95,287,235,1,-0.0013119451568955665,0.007696500674974214,-0.016397086479845027,0.013773196166053893,redundant
96,562,96,0,-0.00044094760149611807,0.01829930857519581,-0.03630759240887991,0.03542569720588767,redundant
97,371,217,1,-0.0015627730893909327,0.018142950510548685,-0.037122956090066356,0.033997409911284485,redundant
98,104,163,0,-0.0003349759291824128,0.017311364802825364,-0.03426525094272013,0.0335952990843553,redundant
99,350,205,1,0.0044581058412631516,0.02204874326036463,-0.03875743094905152,0.04767364263157783,redundant
100,586,12,0,-0.011556527252962995,0.009310946360590247,-0.029805982119719878,0.0066929276137938885,redundant
